year,district_id,cpr,cpr_num,inside_elections,inside_elections_num,crystal_ball,crystal_ball_num,avg
2018,AK00,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
2018,AL01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AL07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,AR01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AR02,Likely Republican,6,Likely Republican,6,Lean Republican,5,5.666666667
2018,AR03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AR04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AZ01,Lean Democratic,3,Lean Democratic,3,Likely Democratic,2,2.666666667
2018,AZ02,Lean Democratic,3,Lean Democratic,3,Likely Democratic,2,2.666666667
2018,AZ03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,AZ04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AZ05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,AZ06,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,AZ07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,AZ08,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
2018,AZ09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA01,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
2018,CA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA04,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
2018,CA05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA07,Likely Democratic,2,Solid Democratic,1,Likely Democratic,2,1.666666667
2018,CA08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,CA09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA10,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,CA11,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA12,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA13,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA14,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA15,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA16,Likely Democratic,2,Solid Democratic,1,Likely Democratic,2,1.666666667
2018,CA17,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA18,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA19,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA20,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA21,Likely Republican,6,Likely Republican,6,Lean Republican,5,5.666666667
2018,CA22,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,CA23,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,CA24,Solid Democratic,1,Solid Democratic,1,Likely Democratic,2,1.333333333
2018,CA25,Tossup,3.5,Tossup,4,Lean Republican,5,4.166666667
2018,CA26,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA27,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA28,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA29,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA30,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA31,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA32,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA33,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA34,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA35,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA36,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA37,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA38,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA39,Tossup,3.5,Tossup,4,Lean Republican,5,4.166666667
2018,CA40,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA41,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA42,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,CA43,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA44,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA45,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,CA46,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA47,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA48,Tossup,3.5,Tilt Democratic,3,Lean Democratic,3,3.166666667
2018,CA49,Lean Democratic,3,Lean Democratic,3,Likely Democratic,2,2.666666667
2018,CA50,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,CA51,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA52,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CA53,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CO01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CO02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CO03,Likely Republican,6,Solid Republican,7,Lean Republican,5,6
2018,CO04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,CO05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,CO06,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,CO07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CT01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CT02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CT03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CT04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,CT05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,DE00,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL06,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,FL07,Likely Democratic,2,Solid Democratic,1,Likely Democratic,2,1.666666667
2018,FL08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL11,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL12,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL13,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL14,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL15,Tossup,3.5,Tilt Republican,5,Lean Republican,5,4.5
2018,FL16,Lean Republican,5,Likely Republican,6,Likely Republican,6,5.666666667
2018,FL17,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL18,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
2018,FL19,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,FL20,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL21,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL22,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL23,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL24,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,FL25,Lean Republican,5,Solid Republican,7,Likely Republican,6,6
2018,FL26,Tossup,3.5,Tossup,4,Lean Republican,5,4.166666667
2018,FL27,Lean Democratic,3,Lean Democratic,3,Lean Democratic,3,3
2018,GA01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,GA03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,GA05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,GA06,Tossup,3.5,Lean Republican,5,Lean Republican,5,4.5
2018,GA07,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,GA08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA09,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA10,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA11,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA12,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,GA13,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,GA14,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,HI01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,HI02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IA01,Lean Democratic,3,Lean Democratic,3,Lean Democratic,3,3
2018,IA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IA03,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,IA04,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
2018,ID01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,ID02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IL01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL06,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,IL07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL11,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL12,Lean Republican,5,Tilt Republican,5,Lean Republican,5,5
2018,IL13,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,IL14,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,IL15,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IL16,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IL17,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IL18,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IN02,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
2018,IN03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,IN08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,IN09,Solid Republican,7,Solid Republican,7,Likely Republican,6,6.666666667
2018,KS01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KS02,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,KS03,Lean Democratic,3,Lean Democratic,3,Lean Democratic,3,3
2018,KS04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KY01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KY02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KY03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,KY04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KY05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,KY06,Tossup,3.5,Tossup,4,Lean Republican,5,4.166666667
2018,LA01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,LA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,LA03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,LA04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,LA05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,LA06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MA01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MA09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MD02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MD08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,ME01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,ME02,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,MI01,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,MI02,Solid Republican,7,Solid Republican,7,Likely Republican,6,6.666666667
2018,MI03,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,MI04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MI05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MI06,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
2018,MI07,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
2018,MI08,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,MI09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MI10,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MI11,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,MI12,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MI13,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MI14,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MN01,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,MN02,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,MN03,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,MN04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MN05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MN06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MN07,Likely Democratic,2,Solid Democratic,1,Likely Democratic,2,1.666666667
2018,MN08,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,MO01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MO02,Lean Republican,5,Solid Republican,7,Likely Republican,6,6
2018,MO03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MO04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MO05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MO06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MO07,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MO08,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MS01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MS02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,MS03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MS04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,MT00,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
2018,NC01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NC02,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,NC03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NC05,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC06,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC07,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC08,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,NC09,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,NC10,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC11,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NC12,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NC13,Tossup,3.5,Tilt Republican,5,Lean Republican,5,4.5
2018,ND00,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NE01,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NE02,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,NE03,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NH01,Likely Democratic,2,Lean Democratic,3,Likely Democratic,2,2.333333333
2018,NH02,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ02,Likely Democratic,2,Likely Democratic,2,Safe Democratic,1,1.666666667
2018,NJ03,Tossup,3.5,Tilt Democratic,3,Lean Democratic,3,3.166666667
2018,NJ04,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NJ05,Likely Democratic,2,Solid Democratic,1,Likely Democratic,2,1.666666667
2018,NJ06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ07,Tossup,3.5,Tossup,4,Lean Democratic,3,3.5
2018,NJ08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NJ11,Lean Democratic,3,Lean Democratic,3,Lean Democratic,3,3
2018,NJ12,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NM01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NM02,Tossup,3.5,Tilt Republican,5,Lean Democratic,3,3.833333333
2018,NM03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NV01,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NV02,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
2018,NV03,Lean Democratic,3,Tilt Democratic,3,Lean Democratic,3,3
2018,NV04,Lean Democratic,3,Lean Democratic,3,Likely Democratic,2,2.666666667
2018,NY01,Likely Republican,6,Solid Republican,7,Lean Republican,5,6
2018,NY02,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
2018,NY03,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY04,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY05,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY06,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY07,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY08,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY09,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY11,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
2018,NY12,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY13,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY14,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY15,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY16,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY17,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
2018,NY18,Solid Democratic,1,Solid Democratic,1,Likely Democratic,2,1.333333333
